Contig	Pos	SNP	Allele1	Allele2	ChrPos	JekyllIs_MAF	D2Gen5_106	D2Gen5_1153	D2Gen5_1155	D2Gen5_1157	D2Gen5_1158	D2Gen5_1161	D2Gen5_1162	D2Gen5_1165	D2Gen5_1437	D2Gen5_1522	D2Gen5_1523	D2Gen5_1524	D2Gen5_1525	D2Gen5_1527	D2Gen5_1528	D2Gen5_209	D2Gen5_212	D2Gen5_213	D2Gen5_505	D2Gen5_506	D2Gen5_507	D2Gen5_508	D2Gen5_512	D2Gen5_513	D2Gen5_514	D2Gen5_515	D2Gen5_516	D2Gen5_518	D2Gen5_519	D2Gen5_520	D2Gen5_521	D2Gen5_522	D2Gen5_523	D2Gen5_524	D2Gen5_525	D2Gen5_526	D2Gen5_527	D2Gen5_529	D2Gen5_530	D2Gen5_532	D2Gen5_534	D2Gen5_537	D2Gen5_540	D2Gen5_541	D2Gen5_545	D2Gen5_547	D2Gen5_548	D2Gen5_549	D2Gen5_550	D2Gen5_551
comp62457_c0_seq2	1461	comp62457_c0_seq2_1461	1	0	6237357	0.970049	1.888891	NA	0.333773	0.360781	0.360781	0.199997	1.666492	0.199999	NA	NA	NA	NA	1	0.367743	0.367743	1.888891	1.666492	1.666492	0.333508	NA	1.666492	1.666492	0.333508	1.800003	0.199997	0.333888	1.001265	0.333508	NA	0.199997	0.333508	0.000976	0.333508	0.333773	1.666492	0.199997	NA	NA	0.333508	NA	0.724011	NA	NA	NA	1.009959	0.336118	0.333508	NA	1.66639	0.199997
comp62457_c0_seq2	1651	comp62457_c0_seq2_1651	2	0	6237547	0.915847	1.888891	0.975403	NA	0.199997	0.998773	0.111109	0.333508	1.000001	NA	NA	NA	NA	0.333508	0.333508	NA	1.665272	1.666492	1.001592	1.666492	0.111109	1	0.333508	1.000164	NA	NA	0.111109	0.199997	NA	0.199997	0.333508	NA	0.030302	0.333508	0.333508	NA	0.333508	1.666492	0.333508	0.33473	0.199999	0.997471	NA	0.995625	0.201435	1.00037	1.666492	0.342112	1.665272	1.800003	0.111109
comp62457_c0_seq2	1774	comp62457_c0_seq2_1774	0	2	6237670	0.977249	1.800003	0.33361	NA	0.333683	1.234288	0.199997	1.666492	1.666492	0.199997	0.333683	0.333508	0.333508	NA	NA	0.333508	1.000629	NA	0.333508	1.666492	NA	1.011838	1	0.199997	1.800003	NA	0.333508	1.666492	1.001266	1.800001	0.333508	1.666492	0.007751	0.333683	0.333508	NA	0.199997	0.333553	0.333683	0.199997	0.111109	1.000957	0.199999	0.33361	0.333553	0.334031	0.376421	1.002529	1.664455	0.333508	0.111109
comp62457_c0_seq2	1900	comp62457_c0_seq2_1900	2	0	6237796	0.979081	1.888891	1.799997	NA	0.199997	NA	0.333508	NA	NA	0.333508	NA	0.333508	0.200012	1.666492	NA	0.200004	1.001367	1.888891	1.001265	1.000957	0.111109	1.800003	NA	1	1.888891	NA	0.333508	1.001265	0.333508	1.666112	NA	0.333508	0.111109	1.001592	0.199999	0.333508	NA	0.333508	0.333508	NA	0.199997	0.999923	NA	NA	0.199997	1.666227	1	1.800003	NA	1.666492	NA
comp62457_c0_seq2	1903	comp62457_c0_seq2_1903	0	2	6237799	0.979203	1.888891	1.800003	NA	0.199997	NA	0.333508	NA	NA	0.333508	NA	0.33361	0.199997	1.66639	NA	0.333508	1	1.888891	1.001265	1	0.111109	1.800003	NA	1	1.888891	NA	0.333508	1.001265	0.333553	1.666112	NA	0.333553	0.111109	1.002532	0.199999	0.333508	NA	0.333508	0.333508	NA	0.199997	0.999997	NA	NA	0.199997	1.666447	1	1.800003	NA	1.666492	NA
comp62457_c0_seq2	1963	comp62457_c0_seq2_1963	1	3	6237859	0.962222	1.969698	1.799988	NA	0.333508	1.66639	0.333508	NA	NA	0.333508	NA	0.367743	NA	NA	NA	NA	0.995625	1.941178	1.666112	0.336838	0.199997	1.666492	0.333508	1	1.888891	NA	0.333508	NA	1.666492	NA	NA	0.333508	0.333508	0.333508	0.199997	0.333508	0.333553	0.333553	0.333508	NA	0.333508	0.999997	0.333508	0.995625	0.111109	NA	NA	1.666492	NA	1.666492	NA
comp62457_c0_seq2	2050	comp62457_c0_seq2_2050	3	2	6237946	0.979781	1.888891	NA	NA	NA	0.997471	0.199997	0.333888	NA	NA	0.333508	0.333508	0.111109	1.666492	0.199997	0.111109	0.992051	1.666447	1.196831	NA	0.111109	1.800003	1.666492	1.000002	1.888891	0.333508	NA	1.003173	1	0.199997	NA	1.011838	NA	0.333508	0.111109	NA	0.333508	0.333508	0.333508	0.111109	0.199997	1	0.199997	NA	0.199997	NA	0.997471	1.666492	1.666317	0.333508	0.340313
comp62457_c0_seq2	2113	comp62457_c0_seq2_2113	2	0	6238009	0.977335	1.888891	0.333888	NA	NA	0.111109	0.199997	0.998735	1.01564	0.333508	NA	NA	0.111109	0.333508	0.333888	0.200019	0.994955	1.888891	1	1.800003	0.058822	1.003181	1.800003	1.002529	1.666492	0.333508	NA	1.941178	0.199997	1.024597	0.111109	1.666227	0.058822	1.941178	0.199999	1.666492	0.199997	NA	NA	0.111109	0.333508	1	0.111109	NA	0.199997	NA	0.997471	0.333508	1.665272	0.997471	0.333888
comp62457_c0_seq2	2215	comp62457_c0_seq2_2215	3	1	6238111	0.978172	1.800001	1.666492	NA	0.333553	0.333508	0.333508	1.666492	1	0.199997	NA	NA	0.199997	1	0.199997	NA	0.360781	1.888891	1.000002	NA	0.111109	1.666227	1	1.000172	1.666492	NA	0.333508	1.000012	0.990042	0.998735	0.333553	NA	0.111109	1.010038	0.199997	0.333508	0.333508	1.632257	0.333508	NA	0.333508	0.199997	NA	0.999836	0.333888	NA	0.200019	1	NA	0.997468	NA
comp62457_c0_seq2	2262	comp62457_c0_seq2_2262	1	3	6238158	0.633725	1.888891	1.800003	NA	0.333553	0.199997	0.333508	NA	1.652797	0.058822	0.333553	NA	NA	1.800003	0.199997	NA	1.196831	1.800003	1.002529	0.333553	0.111109	1.666447	0.333508	1.969698	1.666492	NA	0.199997	0.998735	0.996819	0.990015	0.199997	1.666492	0.058822	1.001265	NA	0.333508	0.33473	1.800003	NA	0.333508	0.333508	1.000004	1.666227	0.998117	0.333508	1.001265	1.000164	0.360781	1.666492	0.992724	NA
comp62457_c0_seq2	2381	comp62457_c0_seq2_2381	2	0	6238277	0.999998	1.800003	NA	0.20001	0.33473	NA	0.199997	NA	NA	NA	0.111109	0.334213	0.336838	NA	0.333508	0.201144	0.200143	NA	1.666492	1.005662	0.33361	0.998734	0.865618	0.333508	1.666492	NA	0.199997	0.333508	0.199997	1.800003	0.030302	NA	0.333508	1.666492	0.333508	1.001263	0.199997	NA	0.33361	0.111109	0.111109	0.999995	1.800003	1.662257	NA	0.987465	1.001591	0.199997	1.888891	1.666492	0.199997
comp62457_c0_seq2	2488	comp62457_c0_seq2_2488	1	3	6238384	0.960461	1.888891	NA	0.334031	0.333508	0.199997	NA	NA	1.800003	NA	0.333553	0.199997	0.333508	0.333508	0.199997	0.111109	0.199997	1.799992	1.004373	0.199997	0.333888	NA	0.333508	0.333508	1.666492	0.199997	0.199997	1	1.800003	0.333508	0.333508	NA	0.199997	1.002529	0.111109	1.800001	0.058822	NA	0.333508	0.199997	0.333773	0.865618	0.998633	NA	1.666492	0.333508	NA	0.998735	1.799781	0.333508	0.199997
comp62457_c0_seq2	2515	comp62457_c0_seq2_2515	2	0	6238411	0.963773	1.888891	NA	0.336838	0.333508	0.333508	NA	0.333508	1.800003	NA	0.199997	0.199997	0.333508	0.199999	0.333508	0.333508	0.199997	1.666492	1	NA	0.111109	NA	NA	0.199997	1.800003	0.199997	0.199997	1.002532	1.002529	0.367743	0.333508	NA	0.199997	1.800003	0.199997	1.888891	0.111109	NA	0.333508	0.199997	0.333508	0.333683	0.333508	NA	1.666492	0.333508	NA	1	1.799992	NA	0.333508
comp62457_c0_seq2	2566	comp62457_c0_seq2_2566	1	3	6238462	0.962581	1.888891	NA	0.199997	0.200004	0.333508	NA	0.333553	1.666112	0.333508	0.199997	0.199997	0.199997	0.333773	0.111109	0.333508	0.998734	1.800003	1	0.199997	0.058822	0.199997	0.333508	0.997471	1.800003	0.333508	0.199999	1	1	0.33361	NA	NA	0.199997	1.001265	0.333508	1.800003	0.111109	NA	NA	NA	0.199997	1.800003	1.800003	0.998744	1.004373	0.333508	1.666492	1.665272	1.800003	NA	NA
comp62457_c0_seq2	2605	comp62457_c0_seq2_2605	2	0	6238501	0.999998	1.941178	NA	0.199997	0.360781	NA	NA	1.001265	1.800003	0.333508	0.199997	0.199997	0.333508	0.199997	0.199997	0.333508	1	1.666112	1.003174	0.998961	0.030302	0.199997	0.333508	0.998746	1.800003	NA	0.200015	NA	1	NA	NA	NA	NA	0.999371	0.200021	1.666492	0.111109	0.333508	0.333508	0.333508	0.199997	1.003992	1.001266	0.997471	0.199997	0.998633	NA	1.664455	1.800003	0.333508	NA
comp62457_c0_seq2	2971	comp62457_c0_seq2_2971	0	1	6238867	0.999998	1.800003	0.334213	0.20001	0.333508	NA	0.333508	1.001266	1.666492	1.666492	0.200015	NA	0.376421	1.666492	0.333508	0.333508	1	1.800003	NA	1.666492	0.199997	0.333508	0.333508	1.666492	1.800003	NA	0.199997	0.99963	NA	NA	0.199997	0.998408	0.333508	1.666492	0.199997	NA	0.200001	NA	0.33361	0.111109	0.111109	0.199997	1	NA	0.111109	NA	NA	1.002529	1.666492	1.800003	0.199997
comp62457_c0_seq2	3197	comp62457_c0_seq2_3197	1	3	6239093	0.95796	1.800003	0.199997	NA	0.199997	0.199997	NA	1.800003	1.000004	1.666492	0.367743	NA	0.333508	NA	0.333508	0.333508	0.199997	1.799967	0.999371	NA	NA	NA	NA	1.666492	1.800003	0.333508	NA	0.995625	1.666492	1.666447	0.199997	0.333888	0.333553	NA	1.000535	NA	0.199997	1	0.333508	0.111109	0.333508	1.66639	NA	NA	0.199997	1.800003	NA	0.99963	NA	NA	0.199997
comp62457_c0_seq2	3489	comp62457_c0_seq2_3489	3	2	6239385	0.999838	0.111109	1.800003	0.333508	0.20001	0.996828	0.333508	NA	1.001265	0.333508	0.111109	0.333508	0.199997	0.333508	0.333508	0.333773	1.000005	1.941178	0.199999	1.666492	0.199997	0.200003	0.111109	0.111109	0.199997	0.333508	NA	0.333508	0.111109	0.333508	0.333508	1	0.333508	0.199997	NA	0.360781	0.333508	0.333508	0.333508	0.199997	0.030302	1.005032	0.111109	NA	0.058822	0.199997	NA	0.333508	1.66491	0.338881	0.111109
comp62457_c0_seq2	3659	comp62457_c0_seq2_3659	1	3	6239555	0.999998	1.66639	1.002529	0.333508	NA	1.16384	0.333508	1.000164	1.666492	0.997471	NA	NA	0.333508	NA	0.33361	0.367743	0.998734	1.66639	NA	0.333508	0.199997	1.00037	NA	0.333773	1.800003	0.199997	0.333508	1	0.111109	0.333508	0.333508	NA	0.199997	0.333508	0.333773	NA	0.367743	1.666492	0.333508	0.333508	NA	1.001266	NA	NA	0.333508	1.666492	1.666492	1.666492	1.666492	0.999836	0.111109
comp62457_c0_seq2	3777	comp62457_c0_seq2_3777	3	1	6239673	0.981452	1.666492	1.664455	0.333508	0.199997	0.333508	NA	NA	1.888891	1.666492	0.199997	0.333508	0.333508	0.199999	0.333508	0.333508	1.000001	1.800003	1	1.888891	0.199997	NA	1.001265	1	1.800003	0.33361	0.333508	0.999999	0.200042	1.000002	0.333508	0.333508	0.111109	0.998734	NA	0.970327	0.333508	0.333553	0.333508	0.333508	0.199997	1.002529	1.666492	1.799988	0.058822	0.199997	1.888891	NA	1.800001	1.800003	0.199997
comp62457_c0_seq2	3799	comp62457_c0_seq2_3799	3	2	6239695	0.98098	1.666492	1.666492	NA	0.199997	0.333508	NA	NA	1.888891	1.666492	0.333553	0.333508	0.333508	0.333508	0.333508	NA	1.000003	1.666492	1.001592	1.88889	0.199997	NA	1.001265	1	1.888891	NA	0.333508	0.999998	0.199999	0.998735	0.333508	0.199997	0.058822	0.998734	0.367743	1.004373	0.333553	0.333508	0.199997	NA	0.333508	1.941178	1.666492	1.800003	0.111109	0.199997	1.888891	NA	1.666492	1.888891	0.199997
comp62457_c0_seq2	3863	comp62457_c0_seq2_3863	3	1	6239759	0.032615	0.111109	0.199997	0.333508	0.333508	0.058822	0.199997	NA	0.111109	NA	0.199999	0.333508	0.333508	0.333508	0.199997	0.333508	0.998735	1.800003	0.030302	0.199997	0.111109	NA	0.333508	0.015384	0.058822	0.333508	0.376421	0.999997	0.997478	1.800003	0.199997	1	0.003891	0.998735	0.333508	NA	0.199999	0.333508	0.333508	0.199999	NA	1.000003	NA	1.003174	NA	0.199997	1.888891	0.333508	0.333508	0.199997	0.199997
comp62457_c0_seq2	3942	comp62457_c0_seq2_3942	0	2	6239838	0.913799	1.941178	1.000957	NA	NA	0.997473	0.199997	0.376421	0.199997	0.333508	NA	0.111109	NA	0.333508	0.376421	0.199997	0.111109	1.888891	1	0.999998	0.111109	1.666492	NA	0.199997	1.666492	0.030302	0.333508	0.998735	1.015243	1.001265	NA	0.998734	0.199997	1	0.199997	NA	0.334213	NA	NA	0.058822	0.058822	0.999997	0.33361	1.001367	0.199997	1.666492	1.666492	1.666317	1.800003	1.001592	0.200006
comp62457_c0_seq2	3952	comp62457_c0_seq2_3952	0	3	6239848	0.979399	1.941178	1.001265	NA	NA	0.997471	0.199997	0.333508	0.333508	0.333508	NA	0.111109	NA	0.333508	0.33361	0.199997	0.111109	1.888891	1	0.999998	0.058822	1.666492	NA	0.199997	1.666492	0.030302	0.333508	1.000164	0.998824	0.999871	NA	0.998734	NA	1	0.199997	NA	0.333553	0.336838	NA	0.111109	0.058822	0.999997	0.333508	0.980463	0.199997	1.666492	1.666447	1.666492	1.800003	1.001266	0.199997
comp62457_c0_seq2	3984	comp62457_c0_seq2_3984	0	1	6239880	0.977669	1.666492	1.003992	0.333508	NA	1.000033	0.199997	0.334441	NA	1	NA	0.058822	NA	0.333508	0.333508	0.333508	0.333508	1.800003	1.000164	0.999911	0.111109	1.666492	NA	0.333508	1.666492	0.030302	NA	1.001265	0.997996	0.999582	NA	1	0.199997	0.999045	NA	NA	0.111109	0.998744	NA	0.111109	0.111109	1.000025	0.333508	1.666492	0.111109	NA	1.800001	1.666112	1.888891	0.999997	0.199997
comp62457_c0_seq2	3988	comp62457_c0_seq2_3988	1	0	6239884	0.978281	1.666492	1.001266	0.333508	NA	1.000109	0.199997	0.333553	NA	1	NA	0.058822	NA	0.333508	0.333683	0.333508	0.333508	1.666447	1	0.999978	0.111109	1.666492	NA	0.333508	1.666492	0.030302	NA	1.000957	0.994983	0.803169	NA	1	0.199997	0.998633	NA	NA	0.111109	0.99748	NA	0.111109	0.111109	1.000008	0.333508	1.666492	0.199997	NA	1.666492	NA	1.888891	0.999995	0.199997
comp62457_c0_seq2	4243	comp62457_c0_seq2_4243	1	2	6240139	0.978656	1.666492	0.999997	0.111109	NA	1.800001	0.058822	NA	0.199997	1	NA	0.199997	0.199997	NA	0.333508	0.199997	1.664455	1.666492	1.000164	0.333508	0.333508	1.001592	0.995789	0.999999	1.888891	0.998735	NA	1.941178	NA	0.999371	0.350758	NA	0.058822	0.333508	0.333508	0.333508	NA	1.666447	0.376421	0.333508	0.111109	1.000013	NA	0.199997	0.333508	0.998734	1.666492	NA	1.888891	0.999995	0.20001
comp62457_c0_seq2	4247	comp62457_c0_seq2_4247	3	0	6240143	0.976421	1.666112	0.999997	0.111109	NA	1.800003	0.111109	NA	0.333683	1	NA	0.199997	0.111109	NA	0.333508	0.199997	1.666492	1.666492	1	0.333508	0.333508	1.001592	1.000164	0.999984	1.888891	0.199997	NA	1.941178	NA	0.998633	0.333773	NA	0.111109	0.333888	0.334213	NA	NA	NA	0.333888	0.333508	0.111109	1.000002	NA	0.199997	0.333508	0.998737	1.666227	NA	1.888891	1.003172	0.199997
comp62457_c0_seq2	4353	comp62457_c0_seq2_4353	3	1	6240249	0.999998	1.66639	1	0.199997	NA	1.666492	0.333508	NA	0.199997	1.888891	NA	NA	0.200267	1.134221	NA	0.199997	0.333508	NA	0.333508	0.199997	0.030302	1	1.000003	1.888891	1.800003	0.333508	NA	0.333508	0.333508	1.800003	0.058822	NA	0.111109	0.997471	0.333553	0.333508	0.33509	1.666492	0.199997	0.333508	0.058822	1.800003	0.333508	0.998735	NA	NA	NA	0.333553	1.800003	0.199997	NA
comp62457_c0_seq2	4379	comp62457_c0_seq2_4379	1	0	6240275	0.821639	1.666492	1.001265	0.199997	NA	1.666492	NA	NA	0.334213	1.888891	NA	NA	0.333508	0.998633	NA	0.199997	0.333508	NA	0.199997	0.199997	0.030302	0.996826	0.998735	1.800003	1.888891	0.333508	NA	0.333508	0.33361	1.800003	0.058822	NA	0.111109	0.998633	0.199997	NA	0.200006	1.666492	0.111109	0.333508	0.111109	1	0.367743	0.999836	NA	NA	NA	0.199997	1.800003	0.990015	NA
comp62457_c0_seq2	4436	comp62457_c0_seq2_4436	1	3	6240332	0.97153	NA	1.800003	0.199999	NA	1.666492	0.333553	NA	NA	1.001265	0.333508	NA	0.333508	1.663882	NA	0.333508	0.199997	NA	0.969153	1.665787	0.111109	0.199997	0.333773	1.888891	1.969698	0.333683	NA	0.333508	0.199997	1.66639	0.058822	NA	0.111109	1	0.111109	NA	0.333508	NA	0.333553	0.111109	0.199997	1.000001	NA	0.999045	0.333508	NA	NA	0.333508	1.66639	0.998824	0.333508
comp62457_c0_seq2	4437	comp62457_c0_seq2_4437	1	0	6240333	0.97233	NA	1.800003	0.199999	NA	1.666492	0.333508	NA	NA	1.001265	0.333508	NA	0.333508	1.666447	NA	0.333508	0.199997	NA	0.980291	1.663162	0.111109	0.199997	0.333508	1.888891	1.941178	0.333683	NA	0.333508	0.199997	1.666492	0.058822	NA	0.111109	1	0.111109	NA	0.333508	NA	0.333508	0.111109	0.199997	1.000001	NA	1	0.333508	NA	NA	0.333508	1.623577	0.996841	0.333508
comp62457_c0_seq2	4713	comp62457_c0_seq2_4713	2	3	6240609	0.237969	0.111109	1	NA	1.800003	0.999792	NA	NA	1.666492	1.666492	1.666492	NA	1.666492	1	1.66491	1.666492	1.888891	0.199997	0.999998	0.333508	1.632257	1.666492	0.999836	1.002529	0.199997	NA	NA	1.08963	0.999994	0.999694	1.888891	1.666492	1.888891	1.666492	1.800001	NA	NA	0.998735	1.666492	1.66639	1.666447	1.000002	0.333508	1.666492	1.941178	NA	NA	NA	NA	1	1.666492
comp62457_c0_seq2	4728	comp62457_c0_seq2_4728	3	1	6240624	0.959048	1.941178	1.010038	NA	0.199997	1	0.333508	NA	0.333508	0.333508	0.333508	NA	NA	0.333508	0.33509	0.33473	0.111109	1.800003	1.000002	1.666492	0.199997	0.199997	1.666227	0.997471	1.800003	NA	NA	1.001367	1.000202	1.00001	0.111109	0.333508	0.111109	0.199997	0.199999	NA	NA	1.001264	0.333508	0.33361	0.333508	0.998736	1.666492	0.333683	0.058822	NA	NA	NA	1.666492	1	0.333508
comp62457_c0_seq2	4930	comp62457_c0_seq2_4930	2	3	6240826	0.999976	1.800003	1	0.333508	0.199997	1.666492	0.199997	0.333508	0.333508	1.66639	0.111109	0.333508	0.333508	1.001265	0.199997	0.333508	0.333508	1.66639	0.99601	1.666492	NA	1.666492	0.998737	1.799999	1.800003	0.333508	0.333508	1.666492	1.800003	0.199999	NA	NA	0.058822	NA	NA	0.333508	NA	NA	0.33361	0.33361	0.199997	0.333508	0.333508	1.666492	0.058822	1	NA	NA	NA	1.002529	0.20001
comp70557_c0_seq1b	10	comp70557_c0_seq1b_10	1	3	6260807	0.999995	1.665967	0.030302	NA	NA	NA	0.333508	0.333508	1.666492	0.333508	NA	NA	0.33361	NA	0.33509	0.337743	1.666492	1.666492	NA	1.666492	0.33509	0.340313	NA	0.337743	NA	NA	0.33509	0.360781	NA	1.666492	NA	1.66491	0.333508	NA	0.33509	0.334213	0.337743	1.659687	0.33361	NA	NA	0.33361	1.666492	NA	0.340313	NA	NA	0.340313	NA	0.333508	0.340313
comp70557_c0_seq1b	73	comp70557_c0_seq1b_73	1	2	6260870	0.999995	1.666492	0.111109	NA	0.337743	NA	0.199999	0.33361	0.994968	0.199997	0.33509	NA	0.200003	NA	0.200001	0.111109	1.000164	1.800003	NA	1.666492	NA	0.333508	0.33361	0.199997	NA	NA	NA	1.012495	NA	1.800003	0.340313	0.99434	0.199999	NA	0.336118	0.336838	0.199999	1.666492	0.199999	NA	NA	0.333773	1.666492	0.360781	NA	NA	NA	NA	NA	0.333683	0.333508
comp70557_c0_seq1b	88	comp70557_c0_seq1b_88	1	0	6260885	0.999995	1.666492	0.200001	NA	0.337743	1.659687	0.199999	0.333508	0.998413	0.199997	0.33509	NA	0.340313	NA	0.199999	0.111109	0.997468	1.800003	NA	1.666492	NA	0.333508	0.33361	0.199997	NA	NA	NA	1.800001	NA	1.800001	0.340313	0.99434	0.199999	NA	0.335545	0.333508	0.199999	1.666492	0.333508	NA	NA	NA	1.666492	0.33361	NA	NA	NA	NA	NA	0.333508	0.333773
comp70557_c0_seq1b	217	comp70557_c0_seq1b_217	3	1	6261014	0.194524	0.199999	NA	1.799821	NA	NA	1.662257	NA	NA	NA	NA	1.66639	1.941178	0.33361	1.888891	NA	NA	0.200024	NA	0.33361	1.66491	NA	0.333508	NA	0.200003	1.800003	NA	1.66639	0.200066	NA	1.659687	NA	1.799992	1.022543	1.799988	0.350758	1.941178	0.199999	NA	1.800003	1.661119	NA	NA	NA	1.632257	0.334213	NA	0.910368	NA	NA	1.662257
comp70557_c0_seq1b	466	comp70557_c0_seq1b_466	3	1	6261263	0.975415	1.66491	1.001265	0.33473	NA	0.111109	0.200022	1.00935	NA	NA	NA	0.333508	0.33361	0.998742	0.199997	0.058822	1.090912	1.666447	1.662257	1.662257	0.367743	0.111109	0.333508	1.01501	1.800003	NA	0.111109	1.666492	NA	NA	0.058822	0.9875	0.199997	NA	0.99874	NA	0.333683	NA	NA	0.333508	0.200015	0.333888	NA	NA	0.337743	1.799985	1.661119	0.337743	NA	0.99963	0.199997
comp70557_c0_seq1b	826	comp70557_c0_seq1b_826	2	0	6261623	0.701825	1.66491	1.888891	0.058822	NA	NA	0.200012	0.333508	0.199997	NA	0.199997	0.111109	0.199997	1.666492	0.058822	0.333508	0.999004	1.888891	1.666492	NA	0.333508	NA	0.995625	1.666492	1.941178	0.33361	0.199997	0.33509	0.998008	1.666492	0.199997	0.333508	0.199997	1.66491	0.333508	1.666227	0.199997	0.340313	0.199997	0.333553	NA	1.800003	1.66639	0.333508	0.333508	1.666492	1.666492	NA	NA	0.333888	0.199997
comp70557_c0_seq1b	874	comp70557_c0_seq1b_874	3	1	6261671	0.99406	NA	1	0.111109	NA	NA	NA	0.335545	0.333508	1.66639	0.111109	0.058822	0.199997	1.666492	0.333508	0.199999	1.666227	1.800003	NA	NA	0.333508	1.662257	0.333508	1.666492	1.888891	NA	0.111109	0.33509	1.014641	1.01501	0.111109	1	0.058822	1.01825	NA	1.659687	NA	1.623577	0.199997	0.333553	NA	1.888891	0.340313	NA	0.111109	0.998859	1.666492	0.333508	1.66639	0.33361	0.111109
comp70557_c0_seq1b	901	comp70557_c0_seq1b_901	1	3	6261698	0.986504	1.659687	0.333508	0.111109	NA	NA	NA	1.659687	NA	1.66639	0.111109	0.058822	0.333553	NA	0.387218	0.360781	1.666227	NA	1.659687	NA	0.333508	1.662257	NA	1.66491	1.888891	NA	0.111109	0.33509	1.014641	1	0.199999	1.666492	0.111109	1.01825	NA	1.632257	0.340313	1.047444	0.376421	0.334441	NA	1.888891	0.340313	NA	0.111109	0.200022	1.666492	0.333773	1.799997	1.003961	0.111109
comp70557_c0_seq1b	925	comp70557_c0_seq1b_925	1	3	6261722	0.999996	1.66639	0.999968	0.333508	0.33361	1.666492	0.200001	1.666227	1	NA	0.33361	0.111109	0.111109	1.659687	0.199999	NA	1.0125	1.632257	NA	NA	NA	0.999588	1.666492	0.33389	1.941178	0.33361	NA	NA	0.998734	0.9875	0.199997	0.33361	0.030302	1.002529	NA	NA	NA	NA	0.33361	0.33361	0.111108	0.333508	NA	0.333508	0.199997	NA	NA	NA	1.66639	0.33509	0.111109
comp70557_c0_seq1b	985	comp70557_c0_seq1b_985	0	2	6261782	0.999998	1.66639	0.999996	0.111109	0.33361	1.800003	0.199997	0.998633	0.999998	1.66639	0.111109	0.199997	0.199997	NA	0.333508	NA	1.800003	1.666227	0.333508	NA	0.111109	1.000164	1.888891	0.111109	1.888891	0.33361	0.333553	0.333508	0.999998	0.999992	0.199997	0.33361	0.111109	1.000002	0.33361	NA	NA	0.333683	0.333508	0.33361	0.199997	0.333508	NA	1	0.199997	NA	NA	0.199997	1.639217	1.003959	0.111109
comp70557_c0_seq1a	302	comp70557_c0_seq1a_302	2	0	6267738	0.049424	0.199997	0.199997	1.666227	1.666492	0.865618	0.199999	0.111109	0.997477	1.800003	1.800003	1.800003	1.666492	NA	1.800001	1.888891	1.001266	0.199997	NA	0.333508	1.800003	0.015384	NA	0.333508	NA	NA	NA	NA	0.333508	NA	NA	NA	1.800003	1.800003	NA	0.33361	1.888891	NA	NA	1.800003	1.666492	1.800003	NA	0.333508	1.888891	1.666492	NA	1.666492	0.333508	1.666492	NA
comp70557_c0_seq1a	354	comp70557_c0_seq1a_354	1	3	6267790	0.999997	1.66639	1.666492	0.333553	NA	0.993691	0.333508	1.001266	0.998633	0.33361	0.111109	0.058822	0.333508	NA	0.058822	0.030302	0.199997	0.111109	0.333508	NA	0.199997	0.111109	1.623577	1.666492	NA	NA	NA	NA	1.00037	0.200089	NA	NA	0.199997	1	NA	NA	0.058822	1.666317	NA	0.199997	0.199997	0.111109	NA	0.335545	0.111109	NA	0.333888	NA	NA	0.333508	0.199997
comp70557_c0_seq1a	507	comp70557_c0_seq1a_507	1	0	6267943	0.605338	NA	1.799988	0.333508	NA	0.997471	0.333508	NA	1.001266	NA	NA	NA	0.111109	1.663162	0.199997	0.111109	0.998735	1.941178	NA	0.333508	0.333508	1.66639	0.333508	0.111109	1.888891	0.333508	0.333773	1.666492	1	NA	0.334213	0.199997	0.058822	0.997996	0.333508	NA	0.199997	0.333553	NA	NA	0.030302	0.111109	NA	0.333508	NA	1.002529	0.333508	0.998406	1.666492	1.001225	0.333508
comp70557_c0_seq1a	542	comp70557_c0_seq1a_542	1	3	6267978	0.638926	1.666492	1	NA	NA	1.000052	0.376421	NA	1.003174	NA	0.333508	NA	0.199999	1.623577	0.199997	0.111109	0.998735	1.941178	NA	0.333508	0.199997	NA	NA	0.111109	1.888891	0.333508	0.333508	1.666492	1	NA	0.199997	0.199997	0.058822	0.997996	0.199997	NA	0.199997	0.336838	NA	0.199997	0.058822	0.33509	NA	0.333508	0.333508	1.019709	0.199997	0.997999	1.800003	0.984321	0.33473
comp70557_c0_seq1a	654	comp70557_c0_seq1a_654	2	1	6268090	3e-06	0.199997	NA	1.666492	1.663162	0.111109	1	0.199997	NA	NA	1.941178	1.666492	NA	0.998633	1.800003	1.800003	1.888891	0.333508	1	1.002529	1.666447	0.333508	1	0.367743	0.199997	1.800003	1.666492	0.333508	NA	NA	NA	0.333508	1.665272	0.333508	1.66639	NA	1.623577	1.001264	NA	1.800003	1.666492	0.199997	NA	NA	1.666492	1.002529	NA	1.666492	NA	NA	1.66491
